iter	Accuracy	MultiClass
882	0.8519431067	0.3422059993
883	0.8518311121	0.3420702251
884	0.8518311121	0.3420274037
885	0.8517191175	0.3419949106
886	0.8518311121	0.3418508446
887	0.8518311121	0.3418092155
888	0.8518311121	0.341766088
889	0.8520551014	0.3415630454
890	0.8520551014	0.3415171196
891	0.8518311121	0.3414452921
892	0.8519431067	0.3413608697
893	0.8518311121	0.3413005881
894	0.8518311121	0.3412743378
895	0.852167096	0.341195949
896	0.8520551014	0.3410782323
897	0.8520551014	0.3410297603
898	0.8520551014	0.3409420999
899	0.852167096	0.3408629156
900	0.852167096	0.3408340374
901	0.8520551014	0.3408024567
902	0.8520551014	0.3407481776
903	0.852167096	0.340698559
904	0.8520551014	0.3406872121
905	0.8522790906	0.3406041167
906	0.852167096	0.3405748673
907	0.8520551014	0.3405321015
908	0.8520551014	0.3404904
909	0.8520551014	0.3404242618
910	0.8520551014	0.3403635589
911	0.8519431067	0.3402774928
912	0.8520551014	0.340194933
913	0.8520551014	0.3401679906
914	0.8519431067	0.3400994082
915	0.852167096	0.3400583261
916	0.852167096	0.3399975471
917	0.8519431067	0.3399631456
918	0.8518311121	0.3399470092
919	0.8519431067	0.3398541042
920	0.8520551014	0.3397964789
921	0.8522790906	0.33974599
922	0.852167096	0.3397027929
923	0.852167096	0.3396759445
924	0.852167096	0.3396296848
925	0.852167096	0.3395942616
926	0.8525030799	0.339506969
927	0.8523910852	0.3394222578
928	0.8523910852	0.3393754511
929	0.8523910852	0.3393421879
930	0.8522790906	0.3392824853
931	0.8525030799	0.3391091972
932	0.8523910852	0.3390851459
933	0.8526150745	0.3390330982
934	0.8523910852	0.3389879222
935	0.8525030799	0.3389553375
936	0.8525030799	0.3389205938
937	0.8527270691	0.3388211281
938	0.853063053	0.3387050006
939	0.8531750476	0.3386597869
940	0.8529510583	0.3386374695
941	0.8529510583	0.3384861305
942	0.853063053	0.3384608942
943	0.853063053	0.3384049032
944	0.853063053	0.3383619681
945	0.8531750476	0.3383344891
946	0.8532870422	0.3382866135
947	0.8531750476	0.3382393444
948	0.8533990368	0.3381760441
949	0.8535110315	0.3380599711
950	0.8537350207	0.3380087767
951	0.8537350207	0.3379174425
952	0.85395901	0.3378209209
953	0.85395901	0.3377641652
954	0.8540710046	0.3376237615
955	0.85395901	0.3375992906
956	0.8538470153	0.3375418845
957	0.85395901	0.3374970888
958	0.8541829992	0.3374388193
959	0.8540710046	0.3373262441
960	0.8542949938	0.337233743
961	0.8544069885	0.3370804394
962	0.8545189831	0.3370338283
963	0.8546309777	0.3369989779
964	0.8546309777	0.3369803845
965	0.8546309777	0.3369430996
966	0.8546309777	0.3368319243
967	0.8547429723	0.3367795256
968	0.8547429723	0.336746666
969	0.8547429723	0.3367268933
970	0.8547429723	0.3366688067
971	0.854854967	0.3365314628
972	0.854854967	0.3364136934
973	0.854854967	0.3363884184
974	0.8550789562	0.3362313666
975	0.8551909508	0.3362102156
976	0.8550789562	0.3361781255
977	0.8550789562	0.3361430397
978	0.8551909508	0.3360881109
979	0.8550789562	0.3360320481
980	0.8551909508	0.3359711188
981	0.8553029455	0.3359303953
982	0.8553029455	0.3358801066
983	0.8555269347	0.3357824629
984	0.8555269347	0.3357614281
985	0.855750924	0.3356485699
986	0.855750924	0.3355903382
987	0.8556389293	0.3355371324
988	0.8555269347	0.3354843613
989	0.8555269347	0.3354547408
990	0.8558629186	0.3354012523
991	0.855750924	0.3353667731
992	0.8558629186	0.3353119346
993	0.8561989025	0.3352291216
994	0.8559749132	0.335187945
995	0.8559749132	0.3351705257
996	0.8560869078	0.3351553977
997	0.8563108971	0.335026072
998	0.8564228917	0.33492308
999	0.8564228917	0.3348000695
